number,value,datetime_start,datetime_complete,duration,params_activation,params_add_log_features,params_batch_norm,params_batch_size,params_dropout,params_encoding,params_feature_engineering,params_layers,params_learning_rate,params_loss,params_min_frequency,params_momentum,params_optimizer,params_scaler,params_scheduler,params_target_transform,params_weight_decay,params_width_0,params_width_1,params_width_2,params_width_3,params_winsorize,user_attrs_candidate,user_attrs_median_best_epoch,user_attrs_std_rmse,state
56,29380.561943253728,2026-08-17 17:15:01.044372,2026-08-17 17:15:03.319398,0 days 00:00:02.275026,tanh,True,False,128,0.2179942157171771,ordinal,True,3,0.009360503248429167,mse,5.0,0.5531158771870568,rmsprop,standard,none,log1p,1.0592661531703241e-05,256,128.0,64.0,,True,"{'name': 'T056', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'tanh', 'dropout': 0.2179942157171771, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.009360503248429167, 'weight_decay': 1.0592661531703241e-05, 'momentum': 0.5531158771870568, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
57,29428.876513646792,2026-08-17 17:15:03.336174,2026-08-17 17:15:05.934694,0 days 00:00:02.598520,tanh,True,False,128,0.10422427191414227,ordinal,True,4,0.004085945221178312,smooth_l1,5.0,0.5371165067592316,adamw,robust,none,log1p,4.035036177579298e-07,256,128.0,64.0,64.0,True,"{'name': 'T057', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.10422427191414227, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.004085945221178312, 'weight_decay': 4.035036177579298e-07, 'momentum': 0.5371165067592316, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
58,28639.51994511855,2026-08-17 17:15:05.944471,2026-08-17 17:15:08.906246,0 days 00:00:02.961775,tanh,False,False,64,0.1615196368042112,ordinal,False,2,0.02232460927324397,mse,,0.5805214481154574,adamw,standard,none,log1p,2.458208108189979e-07,256,128.0,,,False,"{'name': 'T058', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128], 'activation': 'tanh', 'dropout': 0.1615196368042112, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.02232460927324397, 'weight_decay': 2.458208108189979e-07, 'momentum': 0.5805214481154574, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",22.0,5726.108434236078,COMPLETE
59,31270.259484208764,2026-08-17 17:15:08.918007,2026-08-17 17:15:11.664197,0 days 00:00:02.746190,tanh,False,False,64,0.14557944938280148,ordinal,True,4,0.010026387278094913,mse,5.0,0.6053637131281465,rmsprop,standard,plateau,log1p,3.298203827005202e-07,64,128.0,64.0,64.0,False,"{'name': 'T059', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.14557944938280148, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.010026387278094913, 'weight_decay': 3.298203827005202e-07, 'momentum': 0.6053637131281465, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
60,26760.47939163957,2026-08-17 17:24:15.628331,2026-08-17 17:24:19.220741,0 days 00:00:03.592410,tanh,False,False,32,0.27251906434512274,ordinal,True,2,0.0026554814300210282,smooth_l1,,0.5963083001369476,adamw,standard,cosine,log1p,1.8028927634166186e-07,64,128.0,,,False,"{'name': 'T060', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.27251906434512274, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0026554814300210282, 'weight_decay': 1.8028927634166186e-07, 'momentum': 0.5963083001369476, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",32.0,5952.705041983788,COMPLETE
61,27226.987433741484,2026-08-17 17:24:19.229130,2026-08-17 17:24:22.962425,0 days 00:00:03.733295,tanh,False,False,64,0.2072798520010907,ordinal,True,2,0.0005988377549866325,smooth_l1,,0.5533852393034808,adamw,standard,cosine,log1p,2.0644770320773654e-06,64,128.0,,,False,"{'name': 'T061', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.2072798520010907, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0005988377549866325, 'weight_decay': 2.0644770320773654e-06, 'momentum': 0.5533852393034808, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",63.0,8003.104726002499,COMPLETE
62,,2026-08-17 17:24:22.978516,2026-08-17 17:39:28.803938,0 days 00:15:05.825422,tanh,False,True,32,0.2470570906300969,ordinal,True,2,0.0008948220132047123,smooth_l1,,0.6290641167469726,sgd,standard,cosine,log1p,4.452114827840712e-07,64,128.0,,,False,"{'name': 'T062', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.2470570906300969, 'batch_norm': True, 'optimizer': 'sgd', 'learning_rate': 0.0008948220132047123, 'weight_decay': 4.452114827840712e-07, 'momentum': 0.6290641167469726, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",,,PRUNED
63,28864.76806810578,2026-08-17 17:24:56.512160,2026-08-17 17:25:04.290312,0 days 00:00:07.778152,tanh,False,False,64,0.149828286424121,ordinal,True,2,0.00012266811614977696,smooth_l1,,0.5367368660141847,adamw,standard,cosine,log1p,1.2849833507101533e-05,64,128.0,,,False,"{'name': 'T063', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.149828286424121, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.00012266811614977696, 'weight_decay': 1.2849833507101533e-05, 'momentum': 0.5367368660141847, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",186.0,7568.989343440065,COMPLETE
64,26655.543974599135,2026-08-17 17:25:04.305748,2026-08-17 17:25:09.031876,0 days 00:00:04.726128,leaky_relu,True,False,128,0.12270245453981232,ordinal,True,4,8.28634851276043e-05,mse,5.0,0.633111036646417,adamw,standard,none,log1p,1.279703901652893e-07,256,128.0,64.0,64.0,False,"{'name': 'T064', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'leaky_relu', 'dropout': 0.12270245453981232, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 8.28634851276043e-05, 'weight_decay': 1.279703901652893e-07, 'momentum': 0.633111036646417, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
65,36384.994124678175,2026-08-17 17:25:09.045180,2026-08-17 17:25:12.073419,0 days 00:00:03.028239,relu,False,False,32,0.2602566649253142,onehot,True,2,0.008509507535881497,smooth_l1,,0.5345440427139573,adamw,standard,cosine,log1p,1.0310674509801898e-06,64,128.0,,,False,"{'name': 'T065', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'relu', 'dropout': 0.2602566649253142, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.008509507535881497, 'weight_decay': 1.0310674509801898e-06, 'momentum': 0.5345440427139573, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",18.0,23309.74557098755,COMPLETE
66,28266.78535874469,2026-08-17 17:25:12.086858,2026-08-17 17:25:20.791774,0 days 00:00:08.704916,tanh,True,False,16,0.137343928362235,ordinal,False,4,0.0005113112507560077,mse,5.0,0.5768435217904041,adamw,standard,none,log1p,1.358815731832504e-06,256,128.0,64.0,64.0,True,"{'name': 'T066', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.137343928362235, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0005113112507560077, 'weight_decay': 1.358815731832504e-06, 'momentum': 0.5768435217904041, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",18.0,6156.601967043688,COMPLETE
67,28286.318207766148,2026-08-17 17:25:20.866243,2026-08-17 17:25:25.175357,0 days 00:00:04.309114,tanh,False,False,32,0.12206485936694184,ordinal,True,3,0.006750584123762228,mse,5.0,0.7134171553138181,adamw,standard,none,log1p,2.7678498729444134e-06,256,128.0,32.0,,False,"{'name': 'T067', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 32], 'activation': 'tanh', 'dropout': 0.12206485936694184, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.006750584123762228, 'weight_decay': 2.7678498729444134e-06, 'momentum': 0.7134171553138181, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",23.0,5109.757388133504,COMPLETE
68,29744.58729876137,2026-08-17 17:25:25.178293,2026-08-17 17:25:29.234892,0 days 00:00:04.056599,relu,True,False,32,0.08791554874017318,ordinal,True,4,0.0035353332217092893,mse,,0.5408262034941865,adam,standard,none,log1p,1.8805112909650743e-07,256,128.0,64.0,64.0,True,"{'name': 'T068', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'relu', 'dropout': 0.08791554874017318, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.0035353332217092893, 'weight_decay': 1.8805112909650743e-07, 'momentum': 0.5408262034941865, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",11.0,12036.033411779514,COMPLETE
69,27907.09761016334,2026-08-17 17:25:29.244804,2026-08-17 17:25:34.744694,0 days 00:00:05.499890,tanh,False,False,32,0.37436941633666193,ordinal,True,2,0.000802727126567714,mse,,0.5253799313909039,adamw,standard,cosine,log1p,5.4089850885560775e-06,128,256.0,,,False,"{'name': 'T069', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 256], 'activation': 'tanh', 'dropout': 0.37436941633666193, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.000802727126567714, 'weight_decay': 5.4089850885560775e-06, 'momentum': 0.5253799313909039, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",52.0,7895.445568043976,COMPLETE
70,26320.39709731439,2026-08-17 17:25:34.760187,2026-08-17 17:25:38.182811,0 days 00:00:03.422624,tanh,False,False,32,0.1262552831362604,ordinal,True,2,0.006052209864422865,smooth_l1,,0.7185480619918195,adamw,standard,cosine,log1p,1.6842798507773023e-07,64,128.0,,,False,"{'name': 'T070', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.1262552831362604, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.006052209864422865, 'weight_decay': 1.6842798507773023e-07, 'momentum': 0.7185480619918195, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",13.0,7138.7310649017945,COMPLETE
71,28985.493304767202,2026-08-17 17:25:38.194721,2026-08-17 17:25:43.891264,0 days 00:00:05.696543,tanh,False,False,32,0.2366713400512421,ordinal,True,3,0.005128407357959523,smooth_l1,,0.6533925000420502,sgd,standard,none,log1p,2.884405280299475e-07,64,128.0,32.0,,False,"{'name': 'T071', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128, 32], 'activation': 'tanh', 'dropout': 0.2366713400512421, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.005128407357959523, 'weight_decay': 2.884405280299475e-07, 'momentum': 0.6533925000420502, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
72,25412.62675223766,2026-08-17 17:25:43.903017,2026-08-17 17:25:48.961345,0 days 00:00:05.058328,tanh,False,False,16,0.07096985033835249,ordinal,True,3,0.010361277669750736,smooth_l1,,0.6716056682440282,adamw,standard,cosine,log1p,2.0247244473827764e-06,32,128.0,64.0,,False,"{'name': 'T072', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 128, 64], 'activation': 'tanh', 'dropout': 0.07096985033835249, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.010361277669750736, 'weight_decay': 2.0247244473827764e-06, 'momentum': 0.6716056682440282, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",,,PRUNED
73,39467.70727291274,2026-08-17 17:25:48.969647,2026-08-17 17:25:51.728009,0 days 00:00:02.758362,relu,False,False,32,0.02325886099262431,ordinal,True,2,0.015511896771622513,smooth_l1,,0.753166346071195,adamw,standard,plateau,log1p,2.7934984764402805e-07,64,128.0,,,False,"{'name': 'T073', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'relu', 'dropout': 0.02325886099262431, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.015511896771622513, 'weight_decay': 2.7934984764402805e-07, 'momentum': 0.753166346071195, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",9.0,33512.93602246272,COMPLETE
74,28463.807756529437,2026-08-17 17:25:51.752990,2026-08-17 17:25:55.436227,0 days 00:00:03.683237,tanh,False,True,32,0.1618546483138701,ordinal,True,2,0.005160187168301144,smooth_l1,,0.6575795563021136,adamw,standard,cosine,log1p,1.085566499005427e-07,64,128.0,,,False,"{'name': 'T074', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128], 'activation': 'tanh', 'dropout': 0.1618546483138701, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.005160187168301144, 'weight_decay': 1.085566499005427e-07, 'momentum': 0.6575795563021136, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",12.0,6662.865555407987,COMPLETE
75,33717.90513033441,2026-08-17 17:25:55.444602,2026-08-17 17:25:58.706046,0 days 00:00:03.261444,silu,False,False,64,0.27330823732461546,onehot,True,3,0.006618872060420224,smooth_l1,5.0,0.5481570694380649,adamw,standard,plateau,log1p,1.4415449390800202e-06,256,128.0,64.0,,False,"{'name': 'T075', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64], 'activation': 'silu', 'dropout': 0.27330823732461546, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.006618872060420224, 'weight_decay': 1.4415449390800202e-06, 'momentum': 0.5481570694380649, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",22.0,19657.10098854443,COMPLETE
76,29578.52993206543,2026-08-17 17:25:58.711313,2026-08-17 17:26:02.102917,0 days 00:00:03.391604,relu,True,False,128,0.04820522480313452,ordinal,True,4,0.018632922802838802,mse,5.0,0.5038508959315651,adamw,standard,none,log1p,1.0795290955957621e-07,32,512.0,64.0,64.0,True,"{'name': 'T076', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 512, 64, 64], 'activation': 'relu', 'dropout': 0.04820522480313452, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.018632922802838802, 'weight_decay': 1.0795290955957621e-07, 'momentum': 0.5038508959315651, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",37.0,11011.7782783034,COMPLETE
77,31689.370049963814,2026-08-17 17:26:02.119478,2026-08-17 17:26:08.086145,0 days 00:00:05.966667,tanh,False,True,128,0.04267995817915571,ordinal,True,4,0.00013017278320106792,mse,5.0,0.512509629000987,adamw,standard,plateau,log1p,7.692763350612567e-07,256,128.0,64.0,64.0,True,"{'name': 'T077', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 64, 64], 'activation': 'tanh', 'dropout': 0.04267995817915571, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.00013017278320106792, 'weight_decay': 7.692763350612567e-07, 'momentum': 0.512509629000987, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
78,29015.800447018846,2026-08-17 17:26:08.103267,2026-08-17 17:26:11.538308,0 days 00:00:03.435041,gelu,False,False,128,0.2481076788407232,ordinal,True,3,0.00034738210922004076,mse,5.0,0.5658939902271845,adamw,standard,none,log1p,4.693233882469195e-06,32,128.0,64.0,,True,"{'name': 'T078', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 128, 64], 'activation': 'gelu', 'dropout': 0.2481076788407232, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.00034738210922004076, 'weight_decay': 4.693233882469195e-06, 'momentum': 0.5658939902271845, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
79,26318.762409855884,2026-08-17 17:26:11.538308,2026-08-17 17:26:15.236056,0 days 00:00:03.697748,tanh,True,False,64,0.06068165995956777,ordinal,True,4,0.0009026914521375009,mse,2.0,0.7637116463314778,rmsprop,standard,none,log1p,1.5979098730616169e-06,256,256.0,64.0,64.0,True,"{'name': 'T079', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 64, 64], 'activation': 'tanh', 'dropout': 0.06068165995956777, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0009026914521375009, 'weight_decay': 1.5979098730616169e-06, 'momentum': 0.7637116463314778, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",16.0,7284.040146857206,COMPLETE
80,28347.261770321864,2026-08-17 17:26:15.244476,2026-08-17 17:26:18.344268,0 days 00:00:03.099792,tanh,True,False,64,0.09890264311913691,ordinal,True,3,0.0004281949038920902,mse,2.0,0.7561275688716893,rmsprop,robust,none,log1p,6.175648544399063e-07,256,256.0,64.0,,True,"{'name': 'T080', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 64], 'activation': 'tanh', 'dropout': 0.09890264311913691, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0004281949038920902, 'weight_decay': 6.175648544399063e-07, 'momentum': 0.7561275688716893, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
81,26628.742196522217,2026-08-17 17:26:18.355877,2026-08-17 17:26:24.085961,0 days 00:00:05.730084,tanh,True,False,64,0.08108288871483209,ordinal,False,4,0.007747844728225864,mse,2.0,0.864544743652621,sgd,standard,none,log1p,1.5896866187798435e-06,256,256.0,512.0,256.0,True,"{'name': 'T081', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 512, 256], 'activation': 'tanh', 'dropout': 0.08108288871483209, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.007747844728225864, 'weight_decay': 1.5896866187798435e-06, 'momentum': 0.864544743652621, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
82,28247.073971341713,2026-08-17 17:26:24.099021,2026-08-17 17:26:27.999414,0 days 00:00:03.900393,tanh,True,False,64,0.0029692414971578887,ordinal,True,4,0.0017791116855420273,mse,5.0,0.6996163318987723,rmsprop,standard,cosine,log1p,4.2762179411682173e-07,256,256.0,64.0,64.0,True,"{'name': 'T082', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 64, 64], 'activation': 'tanh', 'dropout': 0.0029692414971578887, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0017791116855420273, 'weight_decay': 4.2762179411682173e-07, 'momentum': 0.6996163318987723, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",13.0,6813.094574517265,COMPLETE
83,29736.694540121105,2026-08-17 17:26:28.010179,2026-08-17 17:26:30.746748,0 days 00:00:02.736569,tanh,False,False,256,0.24947138392330687,ordinal,True,3,0.0016180186873467931,mse,5.0,0.6207662717769715,adamw,robust,plateau,log1p,2.6995761921975805e-07,256,256.0,64.0,,True,"{'name': 'T083', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 64], 'activation': 'tanh', 'dropout': 0.24947138392330687, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0016180186873467931, 'weight_decay': 2.6995761921975805e-07, 'momentum': 0.6207662717769715, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
