number,value,datetime_start,datetime_complete,duration,params_activation,params_add_log_features,params_batch_norm,params_batch_size,params_dropout,params_encoding,params_feature_engineering,params_layers,params_learning_rate,params_loss,params_min_frequency,params_momentum,params_optimizer,params_scaler,params_scheduler,params_target_transform,params_weight_decay,params_width_0,params_width_1,params_width_2,params_width_3,params_winsorize,user_attrs_candidate,user_attrs_median_best_epoch,user_attrs_std_rmse,state
0,57648.43635658129,2026-08-17 17:07:08.959224,2026-08-17 17:07:16.881552,0 days 00:00:07.922328,silu,False,True,128,0.12024002899678272,onehot,True,2,0.0004863948186024201,mse,,0.6417296864356511,sgd,robust,cosine,standard,0.00018870126893354755,32,512.0,,,True,"{'name': 'T000', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': None, 'target_transform': 'standard'}, 'model': {'hidden_layers': [32, 512], 'activation': 'silu', 'dropout': 0.12024002899678272, 'batch_norm': True, 'optimizer': 'sgd', 'learning_rate': 0.0004863948186024201, 'weight_decay': 0.00018870126893354755, 'momentum': 0.6417296864356511, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",168.0,16475.143177840542,COMPLETE
1,68650.18897739094,2026-08-17 17:07:16.897474,2026-08-17 17:07:25.953259,0 days 00:00:09.055785,gelu,False,True,256,0.18600597184052983,ordinal,False,1,5.046153468161878e-05,mse,2.0,0.5688418001415767,adam,robust,cosine,standard,0.0005186687851949507,512,,,,True,"{'name': 'T001', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [512], 'activation': 'gelu', 'dropout': 0.18600597184052983, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 5.046153468161878e-05, 'weight_decay': 0.0005186687851949507, 'momentum': 0.5688418001415767, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",177.0,1782.7999603723229,COMPLETE
2,31064.07458059481,2026-08-17 17:07:25.964668,2026-08-17 17:07:28.452293,0 days 00:00:02.487625,tanh,True,False,256,0.11080866704194858,ordinal,False,1,0.00021169936614713196,mse,,0.5812673782110498,rmsprop,standard,cosine,standard,0.0002089328192658584,128,,,,True,"{'name': 'T002', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': True, 'min_frequency': None, 'target_transform': 'standard'}, 'model': {'hidden_layers': [128], 'activation': 'tanh', 'dropout': 0.11080866704194858, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.00021169936614713196, 'weight_decay': 0.0002089328192658584, 'momentum': 0.5812673782110498, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",39.0,6762.636008380813,COMPLETE
3,658692.2164389328,2026-08-17 17:07:28.464886,2026-08-17 17:07:31.789067,0 days 00:00:03.324181,gelu,False,False,256,0.28720327130901135,onehot,True,1,2.4528521624705682e-05,smooth_l1,,0.6234623234731078,sgd,robust,cosine,log1p,9.103251490269794e-06,32,,,,True,"{'name': 'T003', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32], 'activation': 'gelu', 'dropout': 0.28720327130901135, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 2.4528521624705682e-05, 'weight_decay': 9.103251490269794e-06, 'momentum': 0.6234623234731078, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",126.0,339372.90613191173,COMPLETE
4,29710.825814220192,2026-08-17 17:07:31.799629,2026-08-17 17:07:38.974797,0 days 00:00:07.175168,leaky_relu,True,True,32,0.19143936716874252,ordinal,True,4,0.0004243150543184373,smooth_l1,5.0,0.5839810135133964,rmsprop,standard,plateau,log1p,7.59633766891274e-07,64,32.0,128.0,512.0,True,"{'name': 'T004', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 128, 512], 'activation': 'leaky_relu', 'dropout': 0.19143936716874252, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 0.0004243150543184373, 'weight_decay': 7.59633766891274e-07, 'momentum': 0.5839810135133964, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",22.0,9627.950457323039,COMPLETE
5,55028.18952316896,2026-08-17 17:07:38.984015,2026-08-17 17:07:54.924886,0 days 00:00:15.940871,silu,True,True,16,0.17277285632741435,ordinal,True,3,0.0012034538812807562,smooth_l1,5.0,0.9436405715645715,sgd,robust,plateau,log1p,3.208111472702027e-07,128,32.0,64.0,,False,"{'name': 'T005', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 32, 64], 'activation': 'silu', 'dropout': 0.17277285632741435, 'batch_norm': True, 'optimizer': 'sgd', 'learning_rate': 0.0012034538812807562, 'weight_decay': 3.208111472702027e-07, 'momentum': 0.9436405715645715, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",63.0,6467.671231016803,COMPLETE
6,43302.48623559084,2026-08-17 17:07:54.941412,2026-08-17 17:08:00.083018,0 days 00:00:05.141606,silu,False,False,128,0.13308125227798429,onehot,True,2,0.0006930016307106156,smooth_l1,,0.7877148975591598,adamw,robust,cosine,standard,0.009250434315815159,128,256.0,,,False,"{'name': 'T006', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'standard'}, 'model': {'hidden_layers': [128, 256], 'activation': 'silu', 'dropout': 0.13308125227798429, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0006930016307106156, 'weight_decay': 0.009250434315815159, 'momentum': 0.7877148975591598, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",110.0,11800.900226972964,COMPLETE
7,31694.765975646773,2026-08-17 17:08:00.083018,2026-08-17 17:08:04.382907,0 days 00:00:04.299889,gelu,True,False,64,0.20778427710550876,onehot,True,4,0.003452919089571216,smooth_l1,2.0,0.8894021983172347,sgd,standard,none,standard,0.001339674954829045,128,32.0,128.0,256.0,True,"{'name': 'T007', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [128, 32, 128, 256], 'activation': 'gelu', 'dropout': 0.20778427710550876, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.003452919089571216, 'weight_decay': 0.001339674954829045, 'momentum': 0.8894021983172347, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",27.0,8620.361108932751,COMPLETE
8,29447.762999698414,2026-08-17 17:08:04.391265,2026-08-17 17:08:24.442510,0 days 00:00:20.051245,tanh,True,False,16,0.2836194621876517,ordinal,True,4,0.0039578995706524445,smooth_l1,2.0,0.5685478902087351,adam,standard,none,log1p,2.237315613830211e-07,256,32.0,512.0,128.0,False,"{'name': 'T008', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 32, 512, 128], 'activation': 'tanh', 'dropout': 0.2836194621876517, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.0039578995706524445, 'weight_decay': 2.237315613830211e-07, 'momentum': 0.5685478902087351, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",90.0,4301.57895741511,COMPLETE
9,36666.31188660478,2026-08-17 17:08:24.456809,2026-08-17 17:08:28.186337,0 days 00:00:03.729528,tanh,False,False,32,0.13439657793338441,onehot,True,2,0.004956141251027008,mse,2.0,0.6404593675258875,rmsprop,standard,none,standard,5.480976835464654e-07,64,512.0,,,False,"{'name': 'T009', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [64, 512], 'activation': 'tanh', 'dropout': 0.13439657793338441, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.004956141251027008, 'weight_decay': 5.480976835464654e-07, 'momentum': 0.6404593675258875, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",17.0,4465.957856646069,COMPLETE
10,30512.618657627445,2026-08-17 17:08:28.197973,2026-08-17 17:08:35.462173,0 days 00:00:07.264200,tanh,True,False,256,0.43637367280146266,ordinal,True,4,0.002438651981817231,smooth_l1,5.0,0.5688411180771705,adam,standard,none,log1p,1.6783375187570284e-05,256,128.0,512.0,128.0,False,"{'name': 'T010', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 512, 128], 'activation': 'tanh', 'dropout': 0.43637367280146266, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.002438651981817231, 'weight_decay': 1.6783375187570284e-05, 'momentum': 0.5688411180771705, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",85.0,4779.945490899496,COMPLETE
11,30244.92617469246,2026-08-17 17:08:35.474269,2026-08-17 17:08:43.074255,0 days 00:00:07.599986,leaky_relu,True,True,32,0.21330259615797245,ordinal,True,4,0.001003925640196072,mse,5.0,0.5254323725970095,rmsprop,standard,plateau,standard,2.3403898794086535e-06,64,64.0,256.0,512.0,True,"{'name': 'T011', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [64, 64, 256, 512], 'activation': 'leaky_relu', 'dropout': 0.21330259615797245, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 0.001003925640196072, 'weight_decay': 2.3403898794086535e-06, 'momentum': 0.5254323725970095, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",20.0,9323.167168591648,COMPLETE
12,29827.81239133779,2026-08-17 17:08:43.082909,2026-08-17 17:09:03.498955,0 days 00:00:20.416046,tanh,True,True,16,0.21590431130923327,onehot,True,3,0.00030838963196470507,smooth_l1,2.0,0.5059769396167104,adam,standard,none,log1p,2.5146186873660325e-07,128,32.0,128.0,,False,"{'name': 'T012', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 32, 128], 'activation': 'tanh', 'dropout': 0.21590431130923327, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.00030838963196470507, 'weight_decay': 2.5146186873660325e-07, 'momentum': 0.5059769396167104, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",65.0,5937.677368800316,COMPLETE
13,32043.297703311455,2026-08-17 17:09:03.507287,2026-08-17 17:09:12.508448,0 days 00:00:09.001161,leaky_relu,True,True,32,0.13755141597061124,ordinal,False,3,0.00013143545649237705,smooth_l1,5.0,0.5217326737974113,rmsprop,standard,cosine,log1p,1.2484250293820452e-07,64,32.0,32.0,,True,"{'name': 'T013', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 32], 'activation': 'leaky_relu', 'dropout': 0.13755141597061124, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 0.00013143545649237705, 'weight_decay': 1.2484250293820452e-07, 'momentum': 0.5217326737974113, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",60.0,11575.071730963495,COMPLETE
14,29825.139631220758,2026-08-17 17:09:12.523721,2026-08-17 17:09:17.906804,0 days 00:00:05.383083,tanh,True,False,64,0.23671351159711984,ordinal,True,4,0.002762496774833234,smooth_l1,2.0,0.7667249512209527,rmsprop,standard,none,standard,2.121245151551472e-07,256,32.0,512.0,32.0,False,"{'name': 'T014', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [256, 32, 512, 32], 'activation': 'tanh', 'dropout': 0.23671351159711984, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.002762496774833234, 'weight_decay': 2.121245151551472e-07, 'momentum': 0.7667249512209527, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
15,29103.17515115821,2026-08-17 17:09:17.920390,2026-08-17 17:09:26.065308,0 days 00:00:08.144918,leaky_relu,True,False,32,0.16039186110118323,ordinal,True,4,1.333319136142555e-05,smooth_l1,5.0,0.5934481053235605,rmsprop,standard,plateau,log1p,1.100848841392499e-05,128,128.0,128.0,128.0,True,"{'name': 'T015', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 128, 128, 128], 'activation': 'leaky_relu', 'dropout': 0.16039186110118323, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 1.333319136142555e-05, 'weight_decay': 1.100848841392499e-05, 'momentum': 0.5934481053235605, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
16,35705.55851084855,2026-08-17 17:09:26.079704,2026-08-17 17:09:31.921107,0 days 00:00:05.841403,leaky_relu,True,True,256,0.19901950056450965,onehot,True,3,0.000687273215918253,smooth_l1,5.0,0.6550857124775173,adamw,robust,plateau,log1p,1.929022632391814e-06,64,256.0,512.0,,True,"{'name': 'T016', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256, 512], 'activation': 'leaky_relu', 'dropout': 0.19901950056450965, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.000687273215918253, 'weight_decay': 1.929022632391814e-06, 'momentum': 0.6550857124775173, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
17,34494.13241151397,2026-08-17 17:09:31.934324,2026-08-17 17:09:48.724301,0 days 00:00:16.789977,leaky_relu,True,False,16,0.19741667035149196,ordinal,False,2,0.000688765105358087,smooth_l1,2.0,0.5074722202887183,sgd,standard,none,standard,6.487195477524557e-07,256,64.0,,,False,"{'name': 'T017', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [256, 64], 'activation': 'leaky_relu', 'dropout': 0.19741667035149196, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.000688765105358087, 'weight_decay': 6.487195477524557e-07, 'momentum': 0.5074722202887183, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",155.0,11377.042442759372,COMPLETE
18,30792.759656537866,2026-08-17 17:09:48.735659,2026-08-17 17:10:04.468580,0 days 00:00:15.732921,tanh,True,False,16,0.3104496203770124,ordinal,False,4,0.001208784551682307,smooth_l1,,0.6498181909151518,adam,standard,none,log1p,1.9889730526011247e-07,256,32.0,64.0,64.0,False,"{'name': 'T018', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': True, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 32, 64, 64], 'activation': 'tanh', 'dropout': 0.3104496203770124, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.001208784551682307, 'weight_decay': 1.9889730526011247e-07, 'momentum': 0.6498181909151518, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",69.0,4755.128765621477,COMPLETE
19,33354.56278925975,2026-08-17 17:10:04.483080,2026-08-17 17:10:12.281424,0 days 00:00:07.798344,tanh,True,False,16,0.23781898986223976,ordinal,True,4,0.010476307944281237,smooth_l1,2.0,0.5816472708582826,adam,standard,cosine,log1p,2.1881516208068555e-06,64,32.0,256.0,512.0,False,"{'name': 'T019', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 256, 512], 'activation': 'tanh', 'dropout': 0.23781898986223976, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.010476307944281237, 'weight_decay': 2.1881516208068555e-06, 'momentum': 0.5816472708582826, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",,,PRUNED
20,30386.04625964599,2026-08-17 17:10:12.292845,2026-08-17 17:10:20.015441,0 days 00:00:07.722596,leaky_relu,True,True,32,0.19618149888495304,ordinal,True,3,0.0013704801268839368,smooth_l1,,0.8031360803724361,sgd,standard,plateau,log1p,2.726997435834117e-05,64,32.0,32.0,,True,"{'name': 'T020', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 32], 'activation': 'leaky_relu', 'dropout': 0.19618149888495304, 'batch_norm': True, 'optimizer': 'sgd', 'learning_rate': 0.0013704801268839368, 'weight_decay': 2.726997435834117e-05, 'momentum': 0.8031360803724361, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
21,29852.30822720064,2026-08-17 17:10:20.024589,2026-08-17 17:10:25.031368,0 days 00:00:05.006779,tanh,True,True,128,0.20358444582433624,onehot,True,4,0.0002475392758219127,smooth_l1,2.0,0.5597412742597399,adam,standard,cosine,log1p,9.708935507887732e-07,128,32.0,128.0,128.0,True,"{'name': 'T021', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 32, 128, 128], 'activation': 'tanh', 'dropout': 0.20358444582433624, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0002475392758219127, 'weight_decay': 9.708935507887732e-07, 'momentum': 0.5597412742597399, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",,,PRUNED
22,36568.55825604709,2026-08-17 17:10:25.045624,2026-08-17 17:10:45.481454,0 days 00:00:20.435830,gelu,True,True,16,0.2420744709483935,onehot,True,4,0.0002363439637281706,mse,2.0,0.557095089667277,adamw,standard,none,log1p,3.0782258881551213e-07,128,32.0,128.0,512.0,False,"{'name': 'T022', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 32, 128, 512], 'activation': 'gelu', 'dropout': 0.2420744709483935, 'batch_norm': True, 'optimizer': 'adamw', 'learning_rate': 0.0002363439637281706, 'weight_decay': 3.0782258881551213e-07, 'momentum': 0.557095089667277, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",37.0,17204.93070964668,COMPLETE
23,32952.71000599865,2026-08-17 17:10:45.493877,2026-08-17 17:10:52.606188,0 days 00:00:07.112311,silu,True,True,64,0.28583996206291445,ordinal,True,4,9.4443821861656e-05,smooth_l1,5.0,0.6189246314890882,rmsprop,standard,plateau,log1p,1.1743714879688594e-07,64,32.0,128.0,64.0,True,"{'name': 'T023', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 32, 128, 64], 'activation': 'silu', 'dropout': 0.28583996206291445, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 9.4443821861656e-05, 'weight_decay': 1.1743714879688594e-07, 'momentum': 0.6189246314890882, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",57.0,6655.116624670196,COMPLETE
24,33828.273498743474,2026-08-17 17:10:52.623073,2026-08-17 17:11:02.031819,0 days 00:00:09.408746,leaky_relu,True,True,32,0.06796281433836743,ordinal,True,4,0.0005707728800119238,smooth_l1,,0.587220163466001,rmsprop,robust,plateau,log1p,2.126035836445371e-06,64,128.0,512.0,32.0,False,"{'name': 'T024', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 128, 512, 32], 'activation': 'leaky_relu', 'dropout': 0.06796281433836743, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 0.0005707728800119238, 'weight_decay': 2.126035836445371e-06, 'momentum': 0.587220163466001, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
25,30493.56068549184,2026-08-17 17:11:02.048609,2026-08-17 17:11:19.363876,0 days 00:00:17.315267,tanh,False,True,16,0.2136510508473057,ordinal,True,4,0.0008628473594837646,mse,5.0,0.5552106358798315,adam,standard,none,log1p,2.720740087618007e-07,128,64.0,128.0,256.0,False,"{'name': 'T025', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 64, 128, 256], 'activation': 'tanh', 'dropout': 0.2136510508473057, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0008628473594837646, 'weight_decay': 2.720740087618007e-07, 'momentum': 0.5552106358798315, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",40.0,5983.503304036627,COMPLETE
26,32033.743296148168,2026-08-17 17:11:19.372284,2026-08-17 17:11:25.513780,0 days 00:00:06.141496,tanh,True,True,256,0.10151326307275896,onehot,True,3,0.0005061348843575762,smooth_l1,2.0,0.5200903300112154,adam,standard,none,standard,1.0164462327613038e-07,128,512.0,128.0,,False,"{'name': 'T026', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'standard'}, 'model': {'hidden_layers': [128, 512, 128], 'activation': 'tanh', 'dropout': 0.10151326307275896, 'batch_norm': True, 'optimizer': 'adam', 'learning_rate': 0.0005061348843575762, 'weight_decay': 1.0164462327613038e-07, 'momentum': 0.5200903300112154, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",53.0,6804.304000618394,COMPLETE
27,37715.58843497868,2026-08-17 17:11:25.530495,2026-08-17 17:11:33.088695,0 days 00:00:07.558200,leaky_relu,True,False,16,0.34887512292702794,onehot,True,4,0.004802614338516331,smooth_l1,2.0,0.6510544193466795,adam,standard,none,log1p,8.179807467624121e-07,256,32.0,512.0,128.0,False,"{'name': 'T027', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 32, 512, 128], 'activation': 'leaky_relu', 'dropout': 0.34887512292702794, 'batch_norm': False, 'optimizer': 'adam', 'learning_rate': 0.004802614338516331, 'weight_decay': 8.179807467624121e-07, 'momentum': 0.6510544193466795, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",10.0,24938.833692893386,COMPLETE
